t	u (m/s)	v (m/s)	Tair (°C)	Fsol (W/m2)	vap (mbar)	cloud coverage
16086.500572	-1.579485	-0.286189	5.708238	167.411884	7.108238	0.994994
16086.542240	0.384040	-0.801646	7.083480	169.000000	7.500000	0.994578
16086.583908	1.458350	-1.979364	6.983436	95.770031	7.466872	0.994161
16086.625577	0.670430	-0.103011	7.091696	48.671342	7.308304	0.993744
16086.667245	0.312747	-2.062088	6.591674	2.833475	7.600000	0.993328
16086.708913	0.734344	0.629970	6.274955	0.000000	7.191652	0.992911
16086.750581	1.226428	1.264940	5.883259	0.000000	7.316741	0.992494
16086.792249	0.704883	0.453551	5.208393	0.000000	7.308393	0.992078
16086.833918	1.189374	-0.983485	5.100000	0.000000	7.508415	0.991661
16086.875586	-0.116530	0.354877	4.700000	0.000000	8.000000	0.991244
16086.917254	0.849683	0.338794	4.791541	0.000000	8.200000	0.990827
16086.958922	0.568241	-0.224854	5.000000	0.000000	8.391519	0.990411
16087.000591	0.255523	0.222203	4.817007	0.000000	8.400000	0.990006
16087.042259	-1.317223	-0.516698	4.908526	0.000000	8.300000	0.990423
16087.083927	0.469553	-1.033411	4.882905	0.000000	8.300000	0.990839
16087.125595	-1.570491	-1.697682	4.882860	0.000000	7.800000	0.991256
16087.167263	-2.508548	-1.384030	4.900000	0.000000	7.608592	0.991673
16087.208932	-0.911838	-2.643119	4.800000	0.000000	7.691386	0.992089
16087.250600	-1.736242	-0.495476	4.325909	0.000000	7.600000	0.992506
16087.292268	-1.549349	-1.467932	4.300000	0.086584	7.591342	0.992923
16087.333936	1.050889	0.774666	4.334722	21.607640	7.608681	0.993339
16087.375604	0.761407	-0.326488	4.408703	88.609190	7.700000	0.993756
16087.417273	-0.214397	-0.598080	5.265101	147.872486	7.973825	0.994173
16087.458941	-1.961731	-0.509152	5.217494	111.174940	7.717494	0.994589
16087.500609	-1.263141	-1.294876	6.291231	151.912309	7.973693	0.995006
16087.542277	-1.490521	-3.679006	6.891209	173.483484	7.700000	0.995423
16087.583945	0.159481	0.589934	7.217627	110.647463	7.408813	0.995839
16087.625614	0.645472	-0.525843	7.200000	69.349326	7.444178	0.996256
16087.667282	1.073290	-0.459154	5.973427	9.557114	8.191142	0.996673
16087.708950	0.747600	0.319359	5.164481	0.000000	7.891120	0.997089
16087.750618	0.596714	1.169544	4.800000	0.000000	7.891098	0.997506
16087.792286	0.556924	-0.334823	4.637531	0.000000	7.791076	0.997923
16087.833955	0.441661	0.422365	4.217893	0.000000	7.708946	0.998340
16087.875623	1.012278	0.619834	4.491032	0.000000	7.600000	0.998756
16087.917291	0.271196	0.399095	4.291009	0.000000	7.408991	0.999173
16087.958959	0.985860	1.634639	4.190987	0.000000	7.300000	0.999590
16088.000627	1.051276	1.030903	3.709035	0.000000	7.200000	1.000000
16088.042296	0.270366	0.387290	3.800000	0.090570	7.200000	1.000000
16088.083964	0.405803	0.154683	3.690921	0.000000	7.100000	1.000000
16088.125632	1.060156	0.222737	3.481797	0.000000	7.000000	1.000000
16088.167300	0.412085	1.050948	3.100000	0.000000	6.809123	1.000000
16088.208968	0.384706	-0.139486	2.809146	0.000000	6.590854	1.000000
16088.250637	-0.481519	0.089762	2.809168	0.000000	6.490832	1.000000
16088.292305	1.239231	0.053700	2.500000	1.000000	6.400000	1.000000
16088.333973	0.912866	0.276907	2.409212	22.039970	6.390788	1.000000
16088.375641	1.787928	-0.162480	2.309234	37.385126	6.400000	1.000000
16088.417309	0.175912	0.777644	2.200000	64.593357	6.200000	1.000000
16088.458978	1.499993	-0.004454	1.890722	59.649493	6.100000	1.000000
16088.500646	1.719678	-0.271306	2.027902	74.976933	6.009301	1.000000
16088.542314	0.592366	-2.004707	2.390677	57.211958	6.100000	1.000000
16088.583982	0.255585	0.606155	2.800000	55.654143	6.300000	1.000000
16088.625650	0.674384	0.385789	2.890633	33.875955	6.200000	1.000000
16088.667319	0.270699	-0.717038	2.700000	4.718324	6.300000	1.000000
16088.708987	0.474271	0.121324	2.709411	0.000000	6.500000	1.000000
16088.750655	0.538587	0.609566	2.709433	0.000000	6.409433	1.000000
16088.792323	0.829784	-0.088095	2.800000	0.000000	6.600000	1.000000
16088.833992	1.031600	-0.151469	2.800000	0.000000	6.700000	1.000000
16088.875660	0.818821	-1.027006	2.600000	0.000000	6.690500	1.000000
16088.917328	1.463037	-0.151935	2.500000	0.000000	6.700000	1.000000
16088.958996	0.465423	0.251783	2.509544	0.000000	6.690456	1.000000
16089.000664	1.674939	-0.928263	2.300000	0.000000	6.490434	1.000000
16089.042333	0.780887	-0.263669	2.200000	0.000000	6.400000	1.000000
16089.084001	0.540459	-0.261580	2.000000	0.096106	6.309611	1.000000
16089.125669	0.489900	-0.347113	1.990367	0.000000	6.390367	1.000000
16089.167337	0.607381	0.195048	1.900000	0.000000	6.300000	1.000000
16089.209005	1.949510	0.090615	1.780646	0.000000	6.400000	1.000000
16089.250674	1.073230	0.915164	1.600000	0.000000	6.390301	1.000000
16089.292342	-0.630054	-0.243697	1.509721	1.097214	6.400000	1.000000
16089.334010	1.861543	-0.464667	1.570770	16.389740	6.390257	1.000000
16089.375678	2.023910	-1.064038	1.280469	56.562502	6.270703	1.000000
16089.417346	0.947827	0.282829	1.770637	133.608489	6.290212	1.000000
16089.459015	1.153484	-0.643346	2.509810	185.958922	6.400000	1.000000
16089.500683	0.445968	0.873637	3.250840	166.803359	6.580336	1.000000
16089.542351	-1.327763	-0.247135	3.129563	140.872301	6.600000	1.000000
16089.584019	-0.373094	-0.961717	3.409876	102.518546	6.509876	1.000000
16089.625687	0.408325	0.045799	3.709899	67.218269	6.690101	1.000000
16089.667356	0.367950	-0.381896	3.500000	6.603174	6.800000	1.000000
16089.709024	-0.902716	-0.257058	3.260229	0.000000	6.709943	1.000000
16089.750692	-0.013430	-0.469359	2.750175	0.000000	6.700000	1.000000
16089.792360	0.123216	-0.464516	2.429961	0.000000	6.700000	1.000000
16089.834028	-0.099366	0.560773	2.510009	0.000000	6.610009	1.000000
16089.875697	0.456075	0.740151	2.589969	0.000000	6.700000	1.000000
16089.917365	0.440195	0.526228	2.700000	0.000000	6.800000	1.000000
16089.959033	0.079716	0.303663	2.789924	1.000000	6.900000	1.000000
16090.000701	0.466511	-0.814099	2.810098	0.000000	6.889902	1.000000
16090.042369	0.630363	-0.317238	2.800000	0.000000	6.889880	1.000000
16090.084038	0.428010	0.404012	2.510142	1.000000	6.700000	1.000000
16090.125706	0.500109	0.591387	2.610164	0.000000	6.700000	1.000000
16090.167374	0.799867	0.339878	2.600000	0.000000	6.789814	1.000000
16090.209042	0.553735	0.365077	2.500000	0.000000	6.800000	1.000000
16090.250710	0.629901	-0.450286	2.700000	0.000000	6.800000	1.000000
16090.292379	0.585795	-0.234658	2.410253	1.102528	6.710253	1.000000
16090.334047	0.316150	0.472242	2.700000	15.027496	6.800000	1.000000
16090.375715	-0.787359	-0.207084	3.089703	28.691087	6.910297	1.000000
16090.417383	-0.258601	0.528281	3.330958	63.857464	7.120638	1.000000
16090.459051	-0.573434	-0.211260	4.100000	105.930725	7.310341	1.000000
16090.500720	-0.225840	0.011061	4.331091	93.725447	7.400000	1.000000
16090.542388	0.154194	-0.149312	4.600000	31.169146	7.310386	1.000000
16090.584056	-0.989459	-0.210316	4.479184	20.208156	7.800000	1.000000
16090.625724	-1.380904	0.094181	4.410430	11.000000	7.810430	1.000000
16090.667393	0.264799	0.739237	4.310452	0.895479	7.910452	1.000000
16090.709061	-0.663259	-0.242158	4.400000	0.000000	7.900000	1.000000
16090.750729	-0.793886	0.003213	4.200000	0.000000	7.900000	1.000000
16090.792397	-0.225533	0.021805	4.489481	0.000000	8.000000	1.000000
16090.834065	0.007670	0.019006	4.310541	0.000000	8.010541	1.000000
16090.875734	-0.244627	0.035976	4.310563	0.000000	8.100000	1.000000
16090.917402	-0.408041	0.059877	4.478830	0.000000	8.189415	1.000000
16090.959070	1.326115	-0.013156	4.489393	0.000000	7.878786	1.000000
16091.000738	-0.442057	0.821831	4.200000	0.000000	7.710629	0.999852
16091.042406	-0.318113	0.493853	4.357394	0.000000	7.900000	0.991519
16091.084075	0.353128	0.104039	4.100000	0.000000	7.900000	0.983185
16091.125743	0.571147	-0.270368	3.889304	0.000000	7.510696	0.974851
16091.167411	0.718097	-0.875015	3.600000	0.000000	7.400000	0.966518
16091.209079	0.527921	-0.580526	3.289260	0.000000	7.300000	0.958184
16091.250747	0.334063	0.154267	3.389238	0.000000	7.400000	0.949851
16091.292416	-0.912971	-0.590229	3.500000	0.107843	7.389216	0.941517
16091.334084	-0.147599	0.112260	3.300000	4.108064	7.410806	0.933183
16091.375752	0.729797	-0.429452	3.700000	13.216571	7.400000	0.924850
16091.417420	0.139951	0.134990	3.710851	28.868057	7.121701	0.916516
16091.459088	0.644570	-0.107022	3.710873	43.957114	7.110873	0.908182
16091.500757	-1.067148	-0.340618	4.000000	84.000000	7.289105	0.899849
16091.542425	-0.687984	0.161017	4.010917	65.471600	7.300000	0.891515
16091.584093	-1.254123	-0.316326	4.089061	40.546964	7.378121	0.883181
16091.625761	-0.478141	0.022837	4.089039	30.780771	7.400000	0.874848
16091.667429	-0.370530	0.083107	4.078033	3.890164	7.489016	0.866514
16091.709098	-0.301662	0.264378	3.800000	0.000000	7.588994	0.858180
16091.750766	-0.693595	-0.034342	3.811028	0.000000	7.400000	0.849847
16091.792434	-0.269402	0.280459	3.511050	0.000000	7.400000	0.841513
16091.834102	-0.057030	0.198726	3.022144	0.000000	7.200000	0.833180
16091.875770	0.961878	0.632679	3.111094	0.000000	7.288906	0.824846
16091.917439	0.147775	0.359718	3.488884	0.000000	7.200000	0.816512
16091.959107	0.536497	0.186744	3.400000	0.000000	7.200000	0.808179
16092.000775	0.348949	-0.198162	3.400000	0.000000	7.188839	0.800155
16092.042443	0.894296	0.474594	3.500000	0.000000	7.088817	0.808489
16092.084111	0.057219	0.095245	3.200000	0.000000	7.300000	0.816822
16092.125780	0.305680	-0.260101	3.200000	0.000000	7.011227	0.825156
16092.167448	0.228306	0.444833	3.288751	0.000000	7.000000	0.833490
16092.209116	0.259749	0.135639	3.100000	0.000000	7.111271	0.841823
16092.250784	0.435920	-1.135611	3.400000	0.000000	7.100000	0.850157
16092.292452	1.104522	-0.354013	3.388684	1.000000	7.011316	0.858490
16092.334121	0.317771	0.207357	3.500000	7.886621	7.111338	0.866824
16092.375789	-1.097411	-1.261928	3.711360	49.044805	6.877280	0.875158
16092.417457	-0.407197	-1.097636	4.677236	165.162613	6.454471	0.883491
16092.459125	-1.467287	-1.153988	4.557022	212.596605	5.645617	0.891825
16092.500794	0.174479	1.181632	5.288574	550.857354	5.788574	0.900159
16092.542462	-0.034600	0.945499	5.603037	468.581768	6.034346	0.908492
16092.584130	0.394756	-0.598245	4.911471	119.164680	5.911471	0.916826
16092.625798	1.138046	-0.739056	4.888507	75.701421	6.188507	0.925160
16092.667466	0.903343	0.973351	3.911515	9.424248	6.011515	0.933493
16092.709135	-0.087389	0.823364	1.038446	0.000000	5.923074	0.941827
16092.750803	0.765293	1.248845	1.653763	0.000000	6.100000	0.950161
16092.792471	1.102636	1.187882	1.330511	0.000000	5.988419	0.958494
16092.834139	1.227817	1.023116	-0.141982	0.000000	5.711604	0.966828
16092.875807	0.772002	0.615098	0.000000	0.000000	5.711626	0.975161
16092.917476	0.554506	0.682264	-0.400000	0.000000	5.688352	0.983495
16092.959144	0.604139	0.368031	-0.600000	0.000000	5.600000	0.991829
16093.000812	0.214027	-0.355402	-0.735077	0.000000	5.588308	0.999846
16093.042480	0.129826	0.190144	-0.811714	0.000000	5.500000	0.991929
16093.084148	0.391439	0.421530	-1.188264	0.000000	5.500000	0.984012
16093.125817	0.308730	0.496879	-0.900000	0.000000	5.400000	0.976095
16093.167485	0.097613	0.071381	-0.776438	0.000000	5.511781	0.968178
16093.209153	0.030972	0.377786	-0.435409	0.000000	5.600000	0.960261
16093.250821	0.116713	0.155521	0.000000	0.000000	5.800000	0.952344
16093.292489	0.084241	0.104398	0.464458	1.118472	5.988153	0.944427
16093.334158	0.216677	-0.310951	1.352523	12.068241	6.111869	0.936510
16093.375826	-0.177394	0.107949	1.623783	40.972873	6.300000	0.928593
16093.417494	0.051477	0.287750	2.823827	167.804909	6.511914	0.920676
16093.459162	0.172227	0.469402	3.411936	152.286880	6.600000	0.912759
16093.500830	0.062776	0.547736	3.411958	50.043366	6.700000	0.904842
16093.542499	0.206806	-0.313347	3.711980	63.760399	6.735940	0.896925
16093.584167	-0.550074	0.934573	4.387998	71.199668	6.987998	0.889008
16093.625835	-0.798525	-1.269786	4.312024	36.038051	6.887976	0.881091
16093.667503	0.055701	0.520452	4.300000	10.277210	6.800000	0.873174
16093.709171	0.472759	0.059853	3.963794	0.000000	6.900000	0.865257
16093.750840	-1.130793	0.085096	3.487909	0.000000	6.900000	0.857340
16093.792508	0.152356	0.814990	3.487887	0.000000	6.900000	0.849424
16093.834176	-0.017206	0.315199	1.924270	0.000000	6.524270	0.841507
16093.875844	0.172051	0.494567	2.375686	0.000000	6.500000	0.833590
16093.917512	-0.365773	0.022309	2.012179	0.000000	6.512179	0.825673
16093.959181	-0.302405	0.757599	2.512202	0.000000	6.612202	0.817756
16094.000849	-0.068325	-0.100223	2.387776	0.000000	6.700000	0.809567
16094.042517	-0.221825	-0.605791	2.524492	0.000000	6.900000	0.788316
16094.084185	-0.466703	0.179411	2.600000	0.000000	7.000000	0.767066
16094.125853	3.350284	0.510062	2.500000	0.000000	6.600000	0.745815
16094.167522	2.474414	0.833773	2.524624	0.000000	5.275376	0.724564
16094.209190	0.165626	-0.774335	1.675331	0.000000	5.500000	0.703313
16094.250858	0.061908	0.653764	0.824713	0.000000	5.612357	0.682062
16094.292526	1.461692	0.857087	1.612379	1.247573	5.512379	0.660812
16094.334195	1.374390	1.089572	1.075198	16.875992	5.800000	0.639561
16094.375863	0.302214	-0.367552	1.400000	28.993836	5.600000	0.618310
16094.417531	-0.540041	-0.770295	1.437335	66.120059	5.812445	0.597059
16094.459199	-1.201818	-1.598635	1.875066	110.639085	6.187533	0.575808
16094.500867	-0.783681	-0.581261	3.224894	407.614283	6.137468	0.554558
16094.542536	-0.481398	-1.497402	3.025023	287.862890	5.862465	0.533307
16094.584204	1.276113	-1.104942	4.062399	372.308655	4.512534	0.512056
16094.625872	1.224086	-0.579628	3.174888	44.995534	4.637221	0.490805
16094.667540	-0.206791	-1.852928	2.487422	15.867983	5.287422	0.469555
16094.709208	-0.063338	-0.652879	1.836999	0.000000	5.387400	0.448304
16094.750877	0.287138	0.397755	0.325245	0.000000	5.300000	0.427053
16094.792545	1.041497	0.633498	-0.112644	0.000000	5.187356	0.405802
16094.834213	0.785807	0.671604	-0.612667	0.000000	5.000000	0.384551
16094.875881	0.039059	0.386922	-1.474623	0.000000	5.012689	0.363301
16094.917549	0.363600	0.020430	-1.287289	0.000000	5.000000	0.342050
16094.959218	0.457678	0.720435	-2.012733	0.000000	4.900000	0.320799
16095.000886	0.686923	0.213194	-2.323469	0.000000	4.812755	0.300390
16095.042554	0.569414	0.814724	-1.936114	0.000000	5.012777	0.318724
16095.084222	-2.292525	-0.780613	-1.451198	0.000000	4.900000	0.337058
16095.125890	-0.998789	-0.751593	-1.574357	0.000000	4.700000	0.355392
16095.167559	0.525846	-0.437022	-1.477062	0.000000	4.800000	0.373726
16095.209227	-1.043555	-0.082130	-2.874268	0.000000	4.412866	0.392060
16095.250895	-0.336782	0.651978	-2.912888	0.000000	4.487112	0.410394
16095.292563	0.965265	1.105579	-2.825820	2.387304	4.300000	0.428728
16095.334231	0.121420	0.082923	-2.522406	88.784942	4.425865	0.447062
16095.375900	1.387323	1.638705	-1.425909	230.720428	5.100000	0.465396
16095.417568	1.228368	3.096007	-1.164883	355.908359	5.087023	0.483730
16095.459236	1.313653	1.925380	-0.125997	405.000000	5.100000	0.502064
16095.500904	1.493071	1.973522	0.826042	410.307289	5.073958	0.520398
16095.542572	0.324335	-2.282629	1.486957	268.782801	4.913043	0.538732
16095.584241	0.736143	1.060601	1.539195	158.778926	5.126130	0.557066
16095.625909	0.139061	0.647236	1.886913	74.167780	5.113087	0.575400
16095.667577	0.047857	0.229566	1.500000	11.082340	5.100000	0.593734
16095.709245	-0.198053	0.168607	1.200000	0.000000	5.313132	0.612068
16095.750913	-0.274914	-0.465005	0.773693	0.000000	5.486846	0.630402
16095.792582	0.522338	0.058641	1.300000	0.000000	5.400000	0.648736
16095.834250	0.929215	0.001481	0.913198	0.000000	5.400000	0.667070
16095.875918	0.499267	0.298574	0.820679	0.000000	5.413220	0.685404
16095.917586	0.071909	0.874903	0.713242	0.000000	5.486758	0.703738
16095.959254	-1.610343	0.633451	1.073471	0.000000	5.413264	0.722072
16096.000923	0.435322	-0.385663	0.826573	0.000000	5.386713	0.739815
16096.042591	-0.887829	-1.625229	1.453235	0.000000	5.413309	0.731482
16096.084259	5.637821	0.672310	5.060044	0.000000	6.513331	0.723148
16096.125927	3.574297	4.289824	4.040059	0.000000	6.459941	0.714815
16096.167595	6.846304	4.277524	4.692999	0.000000	5.713375	0.706481
16096.209264	3.791096	3.214974	4.586603	0.000000	5.286603	0.698147
16096.250932	4.257283	3.752788	4.240258	0.000000	5.359742	0.689814
16096.292600	2.574600	4.057684	3.940325	1.268832	4.773117	0.681480
16096.334268	1.972509	2.057757	3.713464	58.653626	4.800000	0.673146
16096.375937	2.478084	4.038433	4.726972	240.651412	5.100000	0.664813
16096.417605	3.824518	5.710736	5.208064	269.457649	4.827016	0.656479
16096.459273	4.149546	6.750446	5.872940	258.234914	4.127060	0.648145
16096.500941	-0.506622	1.236416	6.513552	211.205352	4.027105	0.639812
16096.542609	1.599470	0.295690	6.000000	117.235320	4.654298	0.631478
16096.584278	2.654252	1.340529	5.900000	95.144713	4.859210	0.623144
16096.625946	0.237147	-0.308214	5.600000	44.182875	4.900000	0.614811
16096.667614	0.280018	-1.102635	4.786359	12.045137	5.000000	0.606477
16096.709282	0.912421	1.290835	3.113663	0.000000	5.213663	0.598144
16096.750950	-0.117007	0.669388	3.172630	0.000000	4.900000	0.589810
16096.792619	0.047309	0.286445	2.645171	0.000000	5.500000	0.581476
16096.834287	-0.581624	0.865127	3.172541	0.000000	5.013729	0.573143
16096.875955	0.791748	0.653704	3.244994	0.000000	5.141255	0.564809
16096.917623	0.759241	-0.376895	3.213774	0.000000	5.213774	0.556475
16096.959291	1.221719	0.191254	2.800000	0.000000	6.013796	0.548142
16097.000960	0.805380	-0.016801	2.544728	0.000000	6.586182	0.539511
16097.042628	0.972567	0.561512	2.313840	0.000000	6.600000	0.518260
16097.084296	-0.956287	0.179813	2.086138	0.000000	6.700000	0.497009
16097.125964	2.439695	-0.289733	2.927769	0.000000	7.113884	0.475758
16097.167632	0.417436	1.354726	3.455626	0.000000	7.413907	0.454507
16097.209301	0.226667	1.412282	3.986071	0.000000	7.513929	0.433257
16097.250969	1.827970	2.000583	4.472098	0.000000	7.300000	0.412006
16097.292637	4.653419	-1.246880	2.300000	0.000000	6.413973	0.390755
16097.334305	1.461501	1.036322	3.430024	27.959328	6.041986	0.369504
16097.375973	1.236317	3.712065	3.528035	107.401735	6.400000	0.348254
16097.417642	3.354272	3.203703	5.643842	219.960509	5.929803	0.327003
16097.459310	4.786119	6.200592	6.600000	435.703082	5.485938	0.305752
16097.500978	2.506452	6.312871	6.628168	444.985865	5.400000	0.284501
16097.542646	1.836106	6.452492	6.900000	395.823805	5.157682	0.263250
16097.584314	2.085813	5.126698	6.688079	285.536372	4.969537	0.242000
16097.625983	1.772858	3.046317	3.014150	29.839528	5.800000	0.220749
16097.667651	1.108734	0.177935	3.814966	33.882082	5.200000	0.199498
16097.709319	-1.370824	0.223283	2.115471	0.000000	5.314195	0.178247
16097.750987	0.651938	0.544476	0.857350	0.000000	5.500000	0.156996
16097.792655	-2.561879	1.664957	2.171851	0.000000	5.500000	0.135746
16097.834324	-1.101240	0.385349	0.900000	0.000000	5.300000	0.114495
16097.875992	-0.496865	0.467939	0.414283	0.000000	5.185717	0.093244
16097.917660	-0.403547	0.792006	0.928474	0.000000	5.028610	0.071993
16097.959328	-0.048858	0.188206	0.957309	0.000000	5.300000	0.050743
16098.000996	-1.147819	0.407068	1.313903	0.000000	5.300000	0.030488
