time [d]	InflowT [°C]
32925.91667	5.4206
32925.95833	5.3064
32926.00000	5.2263
32926.04167	5.1540
32926.08333	5.0900
32926.12500	5.0804
32926.16667	5.0903
32926.20833	5.0891
32926.25000	5.0894
32926.29167	5.0323
32926.33333	5.0399
32926.37500	5.2108
32926.41667	5.3272
32926.45833	5.3502
32926.50000	5.6329
32926.54167	5.8122
32926.58333	6.1173
32926.62500	6.3383
32926.66667	6.3565
32926.70833	6.3544
32926.75000	6.0718
32926.79167	5.5817
32926.83333	5.3717
32926.87500	5.2262
32926.91667	5.1160
32926.95833	5.0948
32927.00000	5.0910
32927.04167	5.1168
32927.08333	5.1637
32927.12500	5.1894
32927.16667	5.1668
32927.20833	5.1435
32927.25000	5.0623
32927.29167	5.0377
32927.33333	5.0847
32927.37500	5.1860
32927.41667	5.3669
32927.45833	5.4526
32927.50000	5.3652
32927.54167	5.4989
32927.58333	6.0190
32927.62500	6.2962
32927.66667	6.2728
32927.70833	6.2544
32927.75000	6.2632
32927.79167	5.9127
32927.83333	5.4227
32927.87500	5.1893
32927.91667	5.1194
32927.95833	5.1157
32928.00000	5.1173
32928.04167	5.1264
32928.08333	5.1440
32928.12500	5.1576
32928.16667	5.1464
32928.20833	5.0841
32928.25000	5.0306
32928.29167	5.0762
32928.33333	5.2120
32928.37500	5.3227
32928.41667	5.4463
32928.45833	5.5785
32928.50000	5.6964
32928.54167	5.9282
32928.58333	6.2404
32928.62500	6.4260
32928.66667	6.5103
32928.70833	6.4554
32928.75000	6.4658
32928.79167	6.5550
32928.83333	6.5526
32928.87500	6.1663
32928.91667	5.7731
32928.95833	5.6156
32929.00000	5.5600
32929.04167	5.5767
32929.08333	5.6589
32929.12500	5.7674
32929.16667	5.7656
32929.20833	5.6528
32929.25000	5.5878
32929.29167	5.5672
32929.33333	5.5807
32929.37500	5.5884
32929.41667	5.5318
32929.45833	5.4630
32929.50000	5.5493
32929.54167	5.7300
32929.58333	6.0443
32929.62500	6.3854
32929.66667	6.6038
32929.70833	6.4257
32929.75000	6.1265
32929.79167	5.9329
32929.83333	6.1734
32929.87500	6.4622
32929.91667	6.6923
32929.95833	6.5242
32930.00000	6.1879
32930.04167	6.0419
32930.08333	5.9355
32930.12500	5.8029
32930.16667	5.6315
32930.20833	5.5406
32930.25000	5.5301
32930.29167	5.5063
32930.33333	5.5032
32930.37500	5.5491
32930.41667	5.5904
32930.45833	5.6644
32930.50000	5.7313
32930.54167	5.8436
32930.58333	5.9367
32930.62500	5.9981
32930.66667	6.0334
32930.70833	6.0748
32930.75000	6.0773
32930.79167	6.1428
32930.83333	6.2693
32930.87500	6.3497
32930.91667	6.3634
32930.95833	6.3416
32931.00000	6.9874
32931.04167	7.0371
32931.08333	7.1157
32931.12500	7.1755
32931.16667	7.1655
32931.20833	7.0965
32931.25000	6.9437
32931.29167	6.8583
32931.33333	6.8645
32931.37500	7.0645
32931.41667	7.2779
32931.45833	7.2816
32931.50000	6.9110
32931.54167	6.9072
32931.58333	7.1835
32931.62500	7.4834
32931.66667	7.5717
32931.70833	7.5743
32931.75000	7.3675
32931.79167	6.9002
32931.83333	6.6035
32931.87500	6.4846
32931.91667	6.4161
32931.95833	6.4242
32932.00000	6.5055
32932.04167	6.5468
32932.08333	6.4458
32932.12500	6.3273
32932.16667	6.2451
32932.20833	6.2003
32932.25000	6.1368
32932.29167	6.0881
32932.33333	6.0935
32932.37500	6.1022
32932.41667	6.1161
32932.45833	6.1778
32932.50000	6.3319
32932.54167	6.5014
32932.58333	6.6675
32932.62500	6.8307
32932.66667	6.9848
32932.70833	7.1551
32932.75000	6.9350
32932.79167	6.4393
32932.83333	6.2272
32932.87500	6.0946
32932.91667	6.0853
32932.95833	6.0988
32933.00000	6.0612
32933.04167	6.0136
32933.08333	5.9552
32933.12500	5.8994
32933.16667	5.8604
32933.20833	5.8213
32933.25000	5.7964
32933.29167	5.7999
32933.33333	5.8253
32933.37500	5.8954
32933.41667	6.0395
32933.45833	6.2003
32933.50000	6.4232
32933.54167	6.7211
32933.58333	6.9609
32933.62500	7.0897
32933.66667	7.1620
32933.70833	7.1664
32933.75000	7.0289
32933.79167	6.7491
32933.83333	6.5481
32933.87500	6.3915
32933.91667	6.2641
32933.95833	6.2323
32934.00000	6.2485
32934.04167	6.2446
32934.08333	6.1777
32934.12500	6.0896
32934.16667	6.0552
32934.20833	6.0560
32934.25000	6.0954
32934.29167	6.0866
32934.33333	6.0986
32934.37500	6.1475
32934.41667	6.2372
32934.45833	6.4582
32934.50000	6.7729
32934.54167	7.0167
32934.58333	7.0872
32934.62500	7.0862
32934.66667	6.9241
32934.70833	6.6048
32934.75000	6.4465
32934.79167	6.4076
32934.83333	6.3799
32934.87500	6.3732
32934.91667	6.4083
32934.95833	6.4281
32935.00000	6.3795
32935.04167	6.2630
32935.08333	6.1659
32935.12500	6.1275
32935.16667	6.0727
32935.20833	5.9942
32935.25000	5.9015
32935.29167	5.8507
32935.33333	5.9298
32935.37500	6.0355
32935.41667	6.1762
32935.45833	6.4033
32935.50000	6.7351
32935.54167	7.1268
32935.58333	7.5094
32935.62500	7.6275
32935.66667	7.5128
32935.70833	7.2367
32935.75000	6.8899
32935.79167	6.7149
32935.83333	6.6207
32935.87500	6.4955
32935.91667	6.4068
32935.95833	6.3328
32936.00000	6.2728
32936.04167	6.1927
32936.08333	6.0601
32936.12500	5.9639
32936.16667	5.8622
32936.20833	5.7643
32936.25000	5.7432
32936.29167	5.7485
32936.33333	5.7611
32936.37500	5.7747
32936.41667	5.8198
32936.45833	5.9048
32936.50000	6.0086
32936.54167	6.1782
32936.58333	6.3858
32936.62500	6.5499
32936.66667	6.6240
32936.70833	6.6871
32936.75000	6.8872
32936.79167	7.0059
32936.83333	6.9930
32936.87500	6.9862
32936.91667	6.9720
32936.95833	6.8852
32937.00000	6.7257
32937.04167	6.5774
32937.08333	6.4691
32937.12500	6.3255
32937.16667	6.2090
32937.20833	6.1270
32937.25000	6.0542
32937.29167	6.0089
32937.33333	6.0011
32937.37500	6.0006
32937.41667	5.9707
32937.45833	6.0084
32937.50000	6.0789
32937.54167	6.2012
32937.58333	6.3603
32937.62500	6.5141
32937.66667	6.6549
32937.70833	6.7611
32937.75000	6.8006
32937.79167	6.8173
32937.83333	6.8348
32937.87500	6.8709
32937.91667	6.9090
32937.95833	6.9194
32938.00000	6.8897
32938.04167	6.8416
32938.08333	6.8085
32938.12500	6.8097
32938.16667	6.8244
32938.20833	6.8056
32938.25000	6.7625
32938.29167	6.7281
32938.33333	6.9335
32938.37500	7.2802
32938.41667	7.4624
32938.45833	7.4366
32938.50000	7.5529
32938.54167	7.7687
32938.58333	7.8389
32938.62500	7.4410
32938.66667	6.9868
32938.70833	6.7684
32938.75000	6.6587
32938.79167	6.6231
32938.83333	6.6371
32938.87500	6.6418
32938.91667	6.6376
32938.95833	6.6781
32939.00000	6.6451
32939.04167	6.5393
32939.08333	6.4418
32939.12500	6.3840
32939.16667	6.4031
32939.20833	6.4410
32939.25000	6.4916
32939.29167	6.5904
32939.33333	6.7294
32939.37500	6.7711
32939.41667	6.6382
32939.45833	6.7036
32939.50000	7.0059
32939.54167	7.3470
32939.58333	7.6787
32939.62500	7.8321
32939.66667	7.8148
32939.70833	7.8137
32939.75000	7.6831
32939.79167	7.3940
32939.83333	7.1978
32939.87500	7.1221
32939.91667	7.0442
32939.95833	6.9552
32940.00000	6.8692
32940.04167	6.8003
32940.08333	6.7611
32940.12500	6.7417
32940.16667	6.7278
32940.20833	6.7390
32940.25000	6.8317
32940.29167	6.9543
32940.33333	7.1416
32940.37500	7.3662
32940.41667	7.4483
32940.45833	7.4737
32940.50000	7.9174
32940.54167	8.4858
32940.58333	8.8242
32940.62500	8.7630
32940.66667	8.0664
32940.70833	7.6381
32940.75000	7.5523
32940.79167	7.5200
32940.83333	7.5268
32940.87500	7.5301
32940.91667	7.5213
32940.95833	7.5552
32941.00000	7.5454
32941.04167	7.4370
32941.08333	7.3705
32941.12500	7.4014
32941.16667	7.4322
32941.20833	7.4359
32941.25000	7.4054
32941.29167	7.3749
32941.33333	7.3653
32941.37500	7.4445
32941.41667	7.6288
32941.45833	7.8566
32941.50000	8.1083
32941.54167	8.2801
32941.58333	8.3317
32941.62500	8.3702
32941.66667	8.4237
32941.70833	8.4799
32941.75000	8.4288
32941.79167	8.0478
32941.83333	7.8226
32941.87500	7.7660
32941.91667	7.7404
32941.95833	7.6959
32942.00000	7.6594
32942.04167	7.6697
32942.08333	7.6871
32942.12500	7.6894
32942.16667	7.7057
32942.20833	7.7812
32942.25000	7.9161
32942.29167	8.0632
32942.33333	8.1029
32942.37500	8.0896
32942.41667	8.1987
32942.45833	8.5246
32942.50000	8.8623
32942.54167	9.1810
32942.58333	9.3886
32942.62500	9.4915
32942.66667	9.3508
32942.70833	8.8395
32942.75000	8.4857
32942.79167	8.3123
32942.83333	8.1795
32942.87500	8.0039
32942.91667	7.8958
32942.95833	7.8609
32943.00000	7.8417
32943.04167	7.8475
32943.08333	7.8318
32943.12500	7.7951
32943.16667	7.7600
32943.20833	7.7886
32943.25000	7.9181
32943.29167	8.0482
32943.33333	8.1825
32943.37500	8.3127
32943.41667	8.4444
32943.45833	8.5978
32943.50000	8.7151
32943.54167	8.7880
32943.58333	8.8063
32943.62500	8.8155
32943.66667	8.8091
32943.70833	8.7952
32943.75000	8.7971
32943.79167	8.8203
32943.83333	8.8224
32943.87500	8.8038
32943.91667	8.8018
32943.95833	8.7978
32944.00000	8.8000
32944.04167	8.8196
32944.08333	8.8376
32944.12500	8.8464
32944.16667	8.7953
32944.20833	8.6964
32944.25000	8.6060
32944.29167	8.5160
32944.33333	8.4004
32944.37500	8.2483
32944.41667	8.1264
32944.45833	8.0957
32944.50000	8.1588
32944.54167	8.3000
32944.58333	8.4540
32944.62500	8.5488
32944.66667	8.6071
32944.70833	8.6474
32944.75000	8.6432
32944.79167	8.6175
32944.83333	8.6013
32944.87500	8.5873
32944.91667	8.5880
32944.95833	8.5870
32945.00000	8.5748
32945.04167	8.5594
32945.08333	8.5387
32945.12500	8.5232
32945.16667	8.5246
32945.20833	8.5589
32945.25000	8.6021
32945.29167	8.6120
32945.33333	8.6936
32945.37500	8.8590
32945.41667	9.0597
32945.45833	9.2360
32945.50000	9.4006
32945.54167	9.6152
32945.58333	9.4853
32945.62500	8.5721
32945.66667	8.3192
32945.70833	8.2191
32945.75000	8.1161
32945.79167	8.0268
32945.83333	8.0630
32945.87500	8.1279
32945.91667	8.0269
32945.95833	7.9195
32946.00000	7.8544
32946.04167	7.9271
32946.08333	8.0671
32946.12500	8.1102
32946.16667	8.0900
32946.20833	8.0039
32946.25000	7.9296
32946.29167	7.9557
32946.33333	8.0138
32946.37500	8.1175
32946.41667	8.3193
32946.45833	8.6341
32946.50000	8.8984
32946.54167	9.0414
32946.58333	9.0960
32946.62500	8.4838
32946.66667	7.9094
32946.70833	7.8071
32946.75000	7.7934
32946.79167	7.7827
32946.83333	7.8597
32946.87500	7.9073
32946.91667	7.8462
32946.95833	7.7974
32947.00000	7.7733
32947.04167	7.8010
32947.08333	7.8134
32947.12500	7.8196
32947.16667	7.8020
32947.20833	7.6870
32947.25000	7.5154
32947.29167	7.4290
32947.33333	7.4501
32947.37500	7.6060
32947.41667	7.8635
32947.45833	8.1505
32947.50000	8.4876
32947.54167	8.7839
32947.58333	8.9780
32947.62500	8.6317
32947.66667	8.0435
32947.70833	7.9300
32947.75000	7.8285
32947.79167	7.7420
32947.83333	7.6833
32947.87500	7.6918
32947.91667	7.6659
32947.95833	7.5851
32948.00000	7.5117
32948.04167	7.4779
32948.08333	7.4508
32948.12500	7.4527
32948.16667	7.4218
32948.20833	7.4050
32948.25000	7.4225
32948.29167	7.3750
32948.33333	7.3413
32948.37500	7.4430
32948.41667	7.5973
32948.45833	7.7246
32948.50000	7.9758
32948.54167	8.3824
32948.58333	8.5171
32948.62500	8.0900
32948.66667	7.4780
32948.70833	7.3469
32948.75000	7.3245
32948.79167	7.3112
32948.83333	7.2641
32948.87500	7.1792
32948.91667	7.0940
32948.95833	7.0686
32949.00000	7.0454
32949.04167	7.0117
32949.08333	6.9590
32949.12500	6.9105
32949.16667	6.8830
32949.20833	6.8716
32949.25000	6.8958
32949.29167	6.9357
32949.33333	7.0076
32949.37500	7.1050
32949.41667	7.2107
32949.45833	7.4041
32949.50000	7.8510
32949.54167	8.2650
32949.58333	8.3572
32949.62500	8.1259
32949.66667	7.5451
32949.70833	7.3512
32949.75000	7.2635
32949.79167	7.2112
32949.83333	7.1864
32949.87500	7.1444
32949.91667	7.0921
32949.95833	7.1199
32950.00000	7.1456
32950.04167	7.0971
32950.08333	7.0335
32950.12500	6.9712
32950.16667	6.9214
32950.20833	6.9026
32950.25000	6.8979
32950.29167	6.9110
32950.33333	6.9338
32950.37500	6.9646
32950.41667	7.0074
32950.45833	7.0669
32950.50000	7.1596
32950.54167	7.2701
32950.58333	7.3410
32950.62500	7.4358
32950.66667	7.4982
32950.70833	7.5016
32950.75000	7.5058
32950.79167	7.5301
32950.83333	7.5876
32950.87500	7.6620
32950.91667	7.6732
32950.95833	7.6693
32951.00000	7.6968
32951.04167	7.7061
32951.08333	7.6863
32951.12500	7.6646
32951.16667	7.6514
32951.20833	7.6540
32951.25000	7.6787
32951.29167	7.6989
32951.33333	7.7019
32951.37500	7.6412
32951.41667	7.5655
32951.45833	7.5130
32951.50000	7.4886
32951.54167	7.5461
32951.58333	7.6912
32951.62500	7.8805
32951.66667	7.9808
32951.70833	7.9700
32951.75000	7.9557
32951.79167	7.8971
32951.83333	7.8290
32951.87500	7.7888
32951.91667	7.7517
32951.95833	7.7205
32952.00000	7.6942
32952.04167	7.6551
32952.08333	7.6249
32952.12500	7.6149
32952.16667	7.6286
32952.20833	7.6512
32952.25000	7.6507
32952.29167	7.7910
32952.33333	7.9426
32952.37500	8.0153
32952.41667	8.1291
32952.45833	8.2876
32952.50000	8.4665
32952.54167	8.7260
32952.58333	8.9022
32952.62500	8.9414
32952.66667	8.5821
32952.70833	8.1420
32952.75000	8.0619
32952.79167	7.9856
32952.83333	7.8500
32952.87500	7.6625
32952.91667	7.4669
32952.95833	7.2929
32953.00000	7.1847
32953.04167	7.1163
32953.08333	7.0766
32953.12500	7.0448
32953.16667	7.0285
32953.20833	7.0703
32953.25000	7.1545
32953.29167	7.2422
32953.33333	7.3826
32953.37500	7.5414
32953.41667	7.7190
32953.45833	7.8965
32953.50000	8.2160
32953.54167	8.6461
32953.58333	8.8623
32953.62500	8.9156
32953.66667	8.8184
32953.70833	8.5915
32953.75000	8.2944
32953.79167	8.1051
32953.83333	8.0459
32953.87500	8.0089
32953.91667	7.9531
32953.95833	7.8943
32954.00000	7.8470
32954.04167	7.8629
32954.08333	7.8555
32954.12500	7.7657
32954.16667	7.6415
32954.20833	7.5345
32954.25000	7.5002
32954.29167	7.6105
32954.33333	7.7463
32954.37500	7.8505
32954.41667	7.9557
32954.45833	8.0422
32954.50000	8.1952
32954.54167	8.6114
32954.58333	8.9314
32954.62500	8.9790
32954.66667	8.7940
32954.70833	8.4232
32954.75000	8.0161
32954.79167	7.8012
32954.83333	7.7178
32954.87500	7.6649
32954.91667	7.6498
32954.95833	7.6461
32955.00000	7.6306
32955.04167	7.6031
32955.08333	7.6024
32955.12500	7.6317
32955.16667	7.6703
32955.20833	7.7508
32955.25000	7.8388
32955.29167	7.9236
32955.33333	8.0646
32955.37500	8.2067
32955.41667	8.3654
32955.45833	8.6312
32955.50000	8.9752
32955.54167	9.2146
32955.58333	9.2971
32955.62500	9.2964
32955.66667	9.1583
32955.70833	9.0100
32955.75000	8.8751
32955.79167	8.6493
32955.83333	8.4291
32955.87500	8.3168
32955.91667	8.2937
32955.95833	8.2875
32956.00000	8.2633
32956.04167	8.2197
32956.08333	8.1935
32956.12500	8.2309
32956.16667	8.3104
32956.20833	8.4204
32956.25000	8.6356
32956.29167	8.7876
32956.33333	8.8354
32956.37500	8.9551
32956.41667	9.1653
32956.45833	9.4721
32956.50000	9.8584
32956.54167	10.0978
32956.58333	10.2005
32956.62500	10.2077
32956.66667	10.0973
32956.70833	10.0338
32956.75000	9.9279
32956.79167	9.7996
32956.83333	9.6518
32956.87500	9.5056
32956.91667	9.3860
32956.95833	9.3604
32957.00000	9.2811
32957.04167	9.2443
32957.08333	9.2471
32957.12500	9.2698
32957.16667	9.4186
32957.20833	9.5771
32957.25000	9.6741
32957.29167	9.7171
32957.33333	9.6560
32957.37500	9.6477
32957.41667	9.6650
32957.45833	9.9301
32957.50000	10.3411
32957.54167	10.4788
32957.58333	10.4234
32957.62500	10.2887
32957.66667	10.1529
32957.70833	10.0270
32957.75000	9.9020
32957.79167	9.7361
32957.83333	9.5130
32957.87500	9.3600
32957.91667	9.3068
32957.95833	9.2351
32958.00000	9.1602
32958.04167	9.0796
32958.08333	8.8206
32958.12500	8.5515
32958.16667	8.4523
32958.20833	8.4213
32958.25000	8.4197
32958.29167	8.4655
32958.33333	8.6129
32958.37500	8.8494
32958.41667	9.0813
32958.45833	9.3427
32958.50000	9.5955
32958.54167	9.7641
32958.58333	9.8424
32958.62500	9.7895
32958.66667	9.7904
32958.70833	9.8432
32958.75000	9.8210
32958.79167	9.7840
32958.83333	9.7452
32958.87500	9.7115
32958.91667	9.6948
32958.95833	9.6752
32959.00000	9.6903
32959.04167	9.6861
32959.08333	9.6678
32959.12500	9.6747
32959.16667	9.6431
32959.20833	9.5790
32959.25000	9.5146
32959.29167	9.4772
32959.33333	9.4952
32959.37500	9.6176
32959.41667	9.7366
32959.45833	9.7874
32959.50000	9.7878
32959.54167	9.6624
32959.58333	9.0333
32959.62500	8.7306
32959.66667	8.6896
32959.70833	8.6165
32959.75000	8.6426
32959.79167	8.6657
32959.83333	8.6581
32959.87500	8.5831
32959.91667	8.5070
32959.95833	8.4657
32960.00000	8.4719
32960.04167	8.4527
32960.08333	8.3787
32960.12500	8.2929
32960.16667	8.2448
32960.20833	8.2118
32960.25000	8.1863
32960.29167	8.1812
32960.33333	8.2565
32960.37500	8.5003
32960.41667	8.7486
32960.45833	8.9590
32960.50000	9.1675
32960.54167	9.2199
32960.58333	8.8596
32960.62500	8.8465
32960.66667	9.0146
32960.70833	9.0240
32960.75000	9.0057
32960.79167	8.9847
32960.83333	8.8740
32960.87500	8.6457
32960.91667	8.3976
32960.95833	8.2363
32961.00000	8.1371
32961.04167	8.0781
32961.08333	8.1090
32961.12500	8.1453
32961.16667	8.0983
32961.20833	8.0106
32961.25000	7.9232
32961.29167	7.9731
32961.33333	8.1299
32961.37500	8.3073
32961.41667	8.5315
32961.45833	8.7925
32961.50000	9.0027
32961.54167	8.9281
32961.58333	8.8042
32961.62500	8.9578
32961.66667	9.1174
32961.70833	9.1367
32961.75000	9.1147
32961.79167	9.1809
32961.83333	9.0772
32961.87500	8.7672
32961.91667	8.5146
32961.95833	8.3078
32962.00000	8.2367
32962.04167	8.2046
32962.08333	8.1490
32962.12500	8.0694
32962.16667	8.0334
32962.20833	8.0292
32962.25000	8.0369
32962.29167	8.1303
32962.33333	8.2645
32962.37500	8.4370
32962.41667	8.7500
32962.45833	9.0470
32962.50000	9.2882
32962.54167	9.3539
32962.58333	8.8736
32962.62500	8.6771
32962.66667	8.6270
32962.70833	8.6219
32962.75000	8.6330
32962.79167	8.6374
32962.83333	8.6195
32962.87500	8.5552
32962.91667	8.4442
32962.95833	8.4352
32963.00000	8.4538
32963.04167	8.4565
32963.08333	8.3965
32963.12500	8.3404
32963.16667	8.3712
32963.20833	8.4423
32963.25000	8.5616
32963.29167	8.7315
32963.33333	8.8318
32963.37500	8.6904
32963.41667	8.6015
32963.45833	8.6978
32963.50000	8.8910
32963.54167	8.8984
32963.58333	8.8315
32963.62500	8.8982
32963.66667	8.9624
32963.70833	8.9507
32963.75000	8.9491
32963.79167	8.9798
32963.83333	9.0316
32963.87500	9.0083
32963.91667	8.9293
32963.95833	8.8585
32964.00000	8.8034
32964.04167	8.7557
32964.08333	8.6936
32964.12500	8.6403
32964.16667	8.5541
32964.20833	8.4793
32964.25000	8.4590
32964.29167	8.4466
32964.33333	8.5203
32964.37500	8.5879
32964.41667	8.6252
32964.45833	8.6325
32964.50000	8.6983
32964.54167	8.7903
32964.58333	8.8275
32964.62500	8.8540
32964.66667	8.9503
32964.70833	9.0689
32964.75000	9.0871
32964.79167	8.9036
32964.83333	8.8059
32964.87500	8.7630
32964.91667	8.7104
32964.95833	8.6402
32965.00000	8.5458
32965.04167	8.4509
32965.08333	8.3857
32965.12500	8.3737
32965.16667	8.3887
32965.20833	8.4208
32965.25000	8.4434
32965.29167	8.4575
32965.33333	8.4682
32965.37500	8.5121
32965.41667	8.5672
32965.45833	8.6112
32965.50000	8.6554
32965.54167	8.7026
32965.58333	8.7849
32965.62500	8.7628
32965.66667	8.6930
32965.70833	8.6309
32965.75000	8.6040
32965.79167	8.6122
32965.83333	8.6131
32965.87500	8.5922
32965.91667	8.5377
32965.95833	8.5027
32966.00000	8.5120
32966.04167	8.5230
32966.08333	8.5130
32966.12500	8.4740
32966.16667	8.4493
32966.20833	8.4440
32966.25000	8.4793
32966.29167	8.4899
32966.33333	8.4629
32966.37500	8.4325
32966.41667	8.4307
32966.45833	8.5094
32966.50000	8.6203
32966.54167	8.7256
32966.58333	8.7286
32966.62500	8.7018
32966.66667	8.7145
32966.70833	8.6264
32966.75000	8.5613
32966.79167	8.5100
32966.83333	8.5119
32966.87500	8.5384
32966.91667	8.5605
32966.95833	8.5934
32967.00000	8.5857
32967.04167	8.3116
32967.08333	8.1608
32967.12500	8.0762
32967.16667	7.9982
32967.20833	7.9243
32967.25000	7.8569
32967.29167	7.8468
32967.33333	7.9169
32967.37500	7.9731
32967.41667	8.0766
32967.45833	8.2043
32967.50000	8.2570
32967.54167	8.3603
32967.58333	8.4992
32967.62500	8.6141
32967.66667	8.6284
32967.70833	8.5992
32967.75000	8.5505
32967.79167	8.5185
32967.83333	8.4940
32967.87500	8.4140
32967.91667	8.3185
32967.95833	8.2262
32968.00000	8.1368
32968.04167	8.0446
32968.08333	7.9544
32968.12500	7.9227
32968.16667	7.9004
32968.20833	7.8647
32968.25000	7.8286
32968.29167	7.7866
32968.33333	7.7293
32968.37500	7.7730
32968.41667	7.8210
32968.45833	7.8659
32968.50000	7.9319
32968.54167	8.0010
32968.58333	8.0623
32968.62500	8.1165
32968.66667	8.1133
32968.70833	8.0843
32968.75000	8.0676
32968.79167	8.1178
32968.83333	8.1689
32968.87500	8.1891
32968.91667	8.1543
32968.95833	8.1236
32969.00000	8.0787
32969.04167	8.0088
32969.08333	7.9192
32969.12500	7.8235
32969.16667	7.7737
32969.20833	7.7403
32969.25000	7.6962
32969.29167	7.6812
32969.33333	7.7362
32969.37500	7.7652
32969.41667	7.8588
32969.45833	7.9060
32969.50000	7.8290
32969.54167	7.8405
32969.58333	7.8951
32969.62500	7.9457
32969.66667	7.9834
32969.70833	7.9905
32969.75000	7.9506
32969.79167	7.9115
32969.83333	7.9390
32969.87500	7.9558
32969.91667	7.8665
32969.95833	7.7538
32970.00000	7.6169
32970.04167	7.4571
32970.08333	7.3213
32970.12500	7.2232
32970.16667	7.1554
32970.20833	7.1210
32970.25000	7.1616
32970.29167	7.2338
32970.33333	7.3553
32970.37500	7.5865
32970.41667	7.8427
32970.45833	7.7742
32970.50000	7.6069
32970.54167	7.7584
32970.58333	7.8064
32970.62500	7.8555
32970.66667	7.9244
32970.70833	7.9799
32970.75000	8.0176
32970.79167	8.0521
32970.83333	8.0277
32970.87500	7.9677
32970.91667	7.8746
32970.95833	7.7622
32971.00000	7.6560
32971.04167	7.5834
32971.08333	7.5357
32971.12500	7.5546
32971.16667	7.5961
32971.20833	7.6192
32971.25000	7.6085
32971.29167	7.5977
32971.33333	7.6200
32971.37500	7.6442
32971.41667	7.6556
32971.45833	7.6916
32971.50000	7.8070
32971.54167	8.0334
32971.58333	8.2135
